Date,Open,High,Low,Close,Adj Close,Volume
2017-10-26,154.309998,155.119995,153.539993,153.600006,147.351837,4300500
2017-10-27,154.539993,154.630005,152.910004,153.679993,147.428574,4895200
2017-10-30,153.759995,154.589996,152.710007,154.360001,148.080902,4210400
2017-10-31,154.330002,154.929993,152.929993,154.059998,147.793106,4328300
2017-11-01,154.100006,154.899994,153.830002,154.029999,147.764328,3240200
2017-11-02,154.179993,154.490005,152.910004,153.350006,147.112000,3397600
2017-11-03,153.419998,153.470001,151.490005,151.580002,145.414001,4431800
2017-11-06,151.770004,151.820007,150.279999,150.839996,144.704102,4498400
2017-11-07,151.369995,151.509995,150.500000,151.350006,145.193344,3701100
2017-11-08,151.600006,151.789993,150.279999,151.570007,145.404404,4634400
2017-11-09,149.929993,151.800003,149.860001,150.300003,145.627243,4776500
2017-11-10,150.649994,150.889999,149.139999,149.160004,144.522675,4307300
2017-11-13,148.880005,149.000000,147.919998,148.399994,143.786301,5107500
2017-11-14,147.949997,148.970001,147.490005,148.889999,144.261078,3758000
2017-11-15,148.000000,148.710007,146.210007,147.100006,142.526733,4773300
2017-11-16,147.729996,149.649994,147.500000,149.119995,144.483917,5446500
2017-11-17,149.339996,150.149994,148.830002,148.970001,144.338593,4916500
2017-11-20,150.639999,151.949997,149.899994,150.509995,145.830704,5676500
2017-11-21,151.300003,152.449997,151.199997,151.949997,147.225937,3756200
2017-11-22,152.000000,152.389999,151.330002,151.770004,147.051559,3213600
2017-11-24,151.949997,152.199997,151.330002,151.839996,147.119354,1193000
2017-11-27,152.059998,152.490005,151.619995,151.979996,147.255005,3374000
2017-11-28,152.350006,152.929993,151.699997,152.470001,147.729782,3973700
2017-11-29,152.809998,153.610001,152.169998,153.550003,148.776215,5098700
2017-11-30,153.649994,154.410004,153.080002,153.970001,149.183136,6500800
2017-12-01,154.399994,155.020004,152.910004,154.759995,149.948578,5567900
2017-12-04,155.960007,156.800003,155.070007,156.460007,151.595734,4664300
2017-12-05,156.449997,156.740005,154.679993,155.350006,150.520248,5068000
2017-12-06,154.100006,156.220001,154.089996,154.100006,149.309097,3410700
2017-12-07,153.589996,154.449997,153.259995,153.570007,148.795578,3771100
2017-12-08,154.979996,155.029999,153.550003,154.809998,149.997009,3520300
2017-12-11,155.460007,155.889999,154.570007,155.410004,150.578369,4102700
2017-12-12,157.300003,157.850006,155.160004,156.740005,151.867035,6321800
2017-12-13,156.600006,156.729996,153.889999,153.910004,149.125015,5661600
2017-12-14,154.600006,155.110001,153.699997,154.000000,149.212204,4637400
2017-12-15,153.610001,153.800003,152.029999,152.500000,147.758835,11279900
2017-12-18,153.589996,154.179993,153.210007,153.330002,148.563049,5092800
2017-12-19,154.050003,154.169998,153.089996,153.229996,148.466141,4116400
2017-12-20,153.649994,153.889999,152.779999,152.949997,148.194839,3785700
2017-12-21,153.169998,153.460007,151.490005,151.500000,146.789932,4153900
2017-12-22,151.820007,153.000000,151.500000,152.500000,147.758835,2990600
2017-12-26,152.509995,153.860001,152.500000,152.830002,148.078598,2479000
2017-12-27,152.949997,153.179993,152.610001,153.130005,148.369263,2149300
2017-12-28,153.199997,154.119995,153.199997,154.039993,149.250946,2687600
2017-12-29,154.169998,154.720001,153.419998,153.419998,148.650238,3327100
2018-01-02,154.500000,154.809998,153.539993,154.250000,149.454422,4202500
2018-01-03,157.339996,159.809998,156.330002,158.490005,153.562622,9441600
2018-01-04,159.649994,162.320007,159.369995,161.699997,156.672821,7556200
2018-01-05,162.440002,162.899994,161.100006,162.490005,157.438263,5195800
2018-01-08,162.660004,163.910004,161.699997,163.470001,158.387787,5237500
2018-01-09,163.899994,164.529999,163.059998,163.830002,158.736588,4341800
2018-01-10,162.910004,164.330002,162.500000,164.179993,159.075699,4174100
2018-01-11,164.800003,164.940002,163.300003,164.199997,159.095108,3794500
2018-01-12,164.020004,164.740005,163.029999,163.139999,158.068054,5031900
2018-01-16,165.100006,165.289993,163.350006,163.850006,158.755997,7794200
2018-01-17,168.009995,169.130005,167.259995,168.649994,163.406738,11630500
2018-01-18,170.000000,171.130005,168.149994,169.119995,163.862122,14259300
2018-01-19,164.460007,165.399994,161.300003,162.369995,157.321991,21172500
2018-01-22,161.509995,163.979996,161.110001,162.600006,157.544846,8480800
2018-01-23,162.820007,166.259995,162.509995,166.250000,161.081360,7466200
2018-01-24,166.750000,168.720001,164.820007,165.369995,160.228714,5645000
2018-01-25,165.910004,166.779999,165.190002,165.470001,160.325607,3302500
2018-01-26,166.119995,167.410004,165.789993,167.339996,162.137466,3787900
2018-01-29,167.449997,168.389999,166.009995,166.800003,161.614258,3517000
2018-01-30,166.210007,166.770004,163.160004,163.619995,158.533112,4902300
2018-01-31,163.750000,164.990005,162.759995,163.699997,158.610641,4072800
2018-02-01,163.190002,164.130005,161.899994,162.399994,157.351044,4434200
2018-02-02,161.699997,162.000000,158.869995,159.029999,154.085831,5251900
2018-02-05,157.889999,158.500000,150.000000,152.529999,147.787903,8746600
2018-02-06,150.289993,155.490005,149.110001,155.339996,150.510559,9867700
2018-02-07,154.169998,155.339996,153.279999,153.850006,149.066879,6149200
2018-02-08,152.479996,153.160004,147.500000,147.589996,144.409439,6779100
2018-02-09,148.600006,150.539993,144.399994,149.509995,146.288071,7828300
2018-02-12,150.899994,152.399994,150.300003,151.399994,148.137344,5881400
2018-02-13,150.899994,151.179993,149.639999,150.750000,147.501343,4891000
2018-02-14,150.190002,155.000000,150.000000,154.759995,151.424927,5479000
2018-02-15,155.500000,156.860001,153.699997,156.009995,152.647995,5623600
2018-02-16,155.710007,157.789993,155.690002,156.179993,152.814316,4282900
2018-02-20,155.789993,155.960007,153.869995,155.160004,151.816315,4489600
2018-02-21,155.429993,156.789993,153.899994,153.960007,150.642181,3728600
2018-02-22,154.500000,155.039993,152.789993,153.179993,149.878983,4024600
2018-02-23,154.300003,155.850006,154.070007,155.520004,152.168564,3256100
2018-02-26,155.809998,158.880005,155.509995,158.580002,155.162628,3610300
2018-02-27,158.460007,159.779999,156.529999,156.550003,153.176361,4237300
2018-02-28,157.500000,158.139999,155.800003,155.830002,152.471878,3803500
2018-03-01,155.529999,156.970001,152.789993,153.809998,150.495407,4039300
2018-03-02,152.789993,154.759995,151.880005,154.490005,151.160751,3261100
2018-03-05,154.119995,157.490005,153.750000,156.949997,153.567734,3670600
2018-03-06,157.279999,157.889999,155.160004,155.720001,152.364243,3685700
2018-03-07,155.000000,158.830002,154.729996,158.320007,154.908234,4607700
2018-03-08,159.000000,159.570007,155.070007,156.210007,152.843704,6455600
2018-03-09,157.470001,159.580002,157.300003,159.309998,155.876877,5022200
2018-03-12,159.639999,161.020004,158.869995,160.259995,156.806412,5063500
2018-03-13,160.089996,162.110001,158.809998,159.320007,155.886673,4185600
2018-03-14,160.169998,160.679993,157.740005,158.119995,154.712540,3631800
2018-03-15,158.710007,161.250000,158.520004,159.610001,156.170410,3870600
2018-03-16,160.059998,161.979996,159.639999,160.259995,156.806412,9262700
2018-03-19,159.710007,159.889999,156.449997,157.350006,153.959137,5482000
2018-03-20,157.520004,157.929993,155.289993,156.199997,152.833908,4336700
2018-03-21,156.570007,158.199997,155.919998,156.690002,153.313339,3482200
2018-03-22,155.000000,155.250000,152.000000,152.089996,148.812469,4746300
2018-03-23,152.250000,152.580002,148.539993,148.889999,145.681442,4440900
2018-03-26,151.210007,153.660004,150.279999,153.369995,150.064880,4103900
2018-03-27,153.949997,154.869995,151.160004,151.910004,148.636368,3883700
2018-03-28,152.070007,153.860001,151.889999,152.520004,149.233215,3664800
2018-03-29,153.070007,153.889999,151.080002,153.429993,150.123596,3420000
2018-04-02,153.339996,153.380005,148.429993,150.070007,146.836014,5150400
2018-04-03,150.800003,151.000000,148.300003,149.850006,146.620758,4135700
2018-04-04,147.889999,154.470001,147.449997,154.119995,150.798737,4805300
2018-04-05,154.440002,154.919998,153.339996,154.029999,150.710663,3185400
2018-04-06,153.460007,153.949997,149.539993,150.570007,147.325241,3672900
2018-04-09,151.800003,154.660004,151.740005,152.690002,149.399551,4413200
2018-04-10,155.029999,156.600006,154.750000,155.389999,152.041367,3806400
2018-04-11,154.369995,155.779999,153.880005,155.360001,152.012009,3306500
2018-04-12,156.750000,158.979996,156.669998,158.070007,154.663620,5639400
2018-04-13,158.669998,159.220001,155.910004,156.710007,153.332916,4057100
2018-04-16,157.990005,159.139999,157.669998,157.889999,154.487488,4186800
2018-04-17,158.820007,162.000000,158.509995,160.910004,157.442413,10207500
2018-04-18,152.139999,152.630005,148.259995,148.789993,145.583588,20381700
2018-04-19,149.190002,149.210007,146.619995,147.699997,144.517075,8086100
2018-04-20,147.899994,147.970001,144.509995,144.899994,141.777420,8265600
2018-04-23,145.029999,145.960007,144.330002,145.860001,142.716736,5315600
2018-04-24,146.509995,147.300003,144.529999,145.559998,142.423203,4916500
2018-04-25,145.789993,146.399994,144.110001,145.940002,142.794998,7326400
2018-04-26,146.600006,147.360001,146.199997,146.720001,143.558197,4265800
2018-04-27,146.839996,147.250000,145.660004,146.479996,143.323364,3205500
2018-04-30,146.860001,147.380005,144.960007,144.960007,141.836121,4415500
2018-05-01,144.649994,145.020004,143.470001,145.000000,141.875275,4433400
2018-05-02,144.460007,144.820007,142.070007,142.449997,139.380203,5194900
2018-05-03,142.130005,142.229996,139.899994,141.990005,138.930130,5018600
2018-05-04,141.100006,144.350006,140.279999,143.910004,140.808762,4402200
2018-05-07,144.000000,144.320007,142.639999,143.220001,140.133621,3657000
2018-05-08,143.000000,143.509995,142.059998,143.000000,139.918365,5369100
2018-05-09,141.899994,143.020004,141.279999,142.610001,141.085754,4196000
2018-05-10,143.149994,144.330002,143.009995,144.240005,142.698334,3726600
2018-05-11,144.110001,144.850006,143.580002,144.139999,142.599396,3073200
2018-05-14,144.470001,145.119995,144.139999,144.300003,142.757690,3216100
2018-05-15,143.500000,143.990005,142.919998,143.740005,142.203674,4089400
2018-05-16,143.699997,145.029999,143.270004,144.630005,143.084167,3168700
2018-05-17,144.500000,145.190002,143.770004,144.500000,142.955551,3147700
2018-05-18,144.470001,144.940002,143.990005,144.080002,142.540039,2682200
2018-05-21,144.949997,146.039993,144.679993,145.490005,143.934967,2894700
2018-05-22,145.520004,146.199997,145.000000,145.089996,143.539246,2284000
2018-05-23,144.350006,144.699997,143.479996,144.669998,143.123734,3382000
2018-05-24,144.389999,144.479996,142.949997,144.070007,142.530151,3390100
2018-05-25,143.899994,144.570007,143.460007,143.639999,142.104736,4914300
2018-05-29,142.529999,142.889999,140.210007,141.220001,139.710602,4518700
2018-05-30,141.899994,143.100006,141.820007,142.619995,141.095642,5118500
2018-05-31,142.809998,142.809998,141.050003,141.309998,139.799637,6830300
2018-06-01,142.429993,142.839996,141.619995,141.949997,140.432800,3835800
2018-06-04,142.300003,143.169998,142.179993,143.039993,141.511154,2920200
2018-06-05,143.050003,144.080002,143.039993,143.699997,142.164093,2836000
2018-06-06,144.339996,144.720001,143.539993,144.710007,143.163315,3220100
2018-06-07,145.000000,146.699997,144.929993,145.360001,143.806351,4316500
2018-06-08,145.000000,146.429993,144.369995,146.139999,144.578018,5210500
2018-06-11,146.619995,147.410004,146.139999,146.580002,145.013321,3260000
2018-06-12,147.100006,147.520004,146.619995,146.869995,145.300217,2640500
2018-06-13,146.789993,147.470001,146.199997,146.350006,144.785782,2968200
2018-06-14,146.649994,146.979996,145.089996,145.199997,143.648071,3326300
2018-06-15,144.899994,145.470001,143.699997,145.389999,143.836029,9116000
2018-06-18,144.179993,144.520004,143.139999,144.479996,142.935760,4286400
2018-06-19,143.119995,144.220001,142.949997,143.899994,142.361954,3487000
2018-06-20,144.220001,144.520004,142.410004,142.630005,141.105545,3329900
2018-06-21,142.589996,143.139999,140.830002,141.250000,139.740280,3887700
2018-06-22,141.639999,141.809998,140.779999,141.279999,139.769958,5611300
2018-06-25,140.399994,140.399994,138.279999,138.789993,137.306564,8937100
2018-06-26,139.360001,139.850006,138.330002,139.080002,137.593475,4139500
2018-06-27,139.110001,139.779999,137.449997,137.479996,136.010574,4101800
2018-06-28,138.100006,140.539993,137.949997,140.039993,138.543213,4523700
2018-06-29,140.320007,141.360001,139.610001,139.699997,138.206848,3710100
2018-07-02,138.279999,140.220001,138.199997,139.860001,138.365143,3405400
2018-07-03,140.649994,140.940002,139.369995,139.570007,138.078247,1963200
2018-07-05,140.479996,141.429993,139.929993,141.429993,139.918350,3744700
2018-07-06,141.529999,142.940002,141.169998,142.479996,140.957138,2849000
2018-07-09,142.589996,144.720001,142.470001,144.389999,142.846725,3904700
2018-07-10,144.509995,145.589996,144.259995,144.710007,143.163315,3777000
2018-07-11,144.000000,146.190002,144.000000,144.940002,143.390854,3526600
2018-07-12,145.850006,146.830002,145.740005,146.449997,144.884705,3119500
2018-07-13,146.449997,146.979996,145.800003,145.899994,144.340576,3062600
2018-07-16,145.669998,145.789993,144.210007,145.460007,143.905289,3468800
2018-07-17,144.750000,145.000000,143.339996,143.490005,141.956345,5096700
2018-07-18,143.509995,144.800003,142.740005,144.520004,142.975342,6935300
2018-07-19,147.850006,150.539993,147.250000,149.240005,147.644897,14655800
2018-07-20,148.580002,148.860001,146.259995,146.350006,144.785782,6414600
2018-07-23,146.350006,146.699997,145.009995,145.699997,144.142715,3897900
2018-07-24,146.699997,147.039993,145.919998,146.380005,144.815460,3891600
2018-07-25,146.009995,146.649994,145.500000,146.619995,145.052887,3630900
2018-07-26,147.429993,149.270004,146.630005,146.710007,145.141937,4778000
2018-07-27,146.889999,147.139999,144.660004,145.149994,143.598602,3749300
2018-07-30,144.800003,146.240005,144.690002,145.490005,143.934967,3608200
2018-07-31,145.740005,145.800003,144.160004,144.929993,143.380951,5474200
2018-08-01,144.759995,145.190002,143.339996,143.500000,141.966232,3388400
2018-08-02,142.860001,143.360001,142.330002,142.960007,141.432022,3841400
2018-08-03,143.240005,147.919998,143.000000,147.699997,146.121338,8053600
2018-08-06,146.949997,147.199997,145.570007,146.029999,144.469193,3913700
2018-08-07,146.649994,147.639999,146.350006,147.009995,145.438721,3508800
2018-08-08,147.330002,147.429993,146.240005,146.889999,145.320007,3581100
2018-08-09,145.529999,145.940002,144.729996,144.770004,144.770004,3093500
2018-08-10,144.500000,145.070007,143.880005,144.479996,144.479996,3003100
2018-08-13,144.149994,144.300003,142.529999,142.710007,142.710007,2858500
2018-08-14,143.000000,143.820007,142.929993,143.360001,143.360001,2860000
2018-08-15,142.550003,144.000000,142.000000,143.910004,143.910004,4241500
2018-08-16,144.369995,145.679993,144.369995,145.339996,145.339996,5250700
2018-08-17,144.789993,146.389999,144.690002,146.059998,146.059998,2678600
2018-08-20,146.369995,147.160004,146.149994,146.509995,146.509995,2499700
2018-08-21,147.000000,147.119995,145.889999,145.970001,145.970001,3106900
2018-08-22,146.009995,146.160004,145.190002,145.240005,145.240005,2389000
2018-08-23,145.039993,145.520004,144.750000,145.369995,145.369995,2220400
2018-08-24,145.460007,146.089996,144.869995,146.039993,146.039993,2776600
2018-08-27,146.940002,147.619995,146.520004,146.690002,146.690002,3491600
2018-08-28,146.949997,146.990005,146.190002,146.589996,146.589996,2455300
2018-08-29,146.869995,147.929993,146.600006,147.539993,147.539993,3153800
2018-08-30,147.029999,147.300003,145.250000,145.929993,145.929993,3340400
2018-08-31,145.720001,146.779999,145.539993,146.479996,146.479996,3488500
2018-09-04,145.979996,146.190002,144.809998,145.679993,145.679993,3326200
2018-09-05,145.190002,146.750000,145.050003,146.660004,146.660004,3126500
2018-09-06,146.880005,147.660004,145.539993,146.389999,146.389999,4248800
2018-09-07,145.940002,146.500000,145.119995,145.449997,145.449997,4693100
2018-09-10,146.600006,147.300003,145.559998,145.649994,145.649994,3618300
2018-09-11,146.000000,146.990005,145.250000,146.490005,146.490005,3374700
2018-09-12,146.369995,147.979996,146.029999,146.570007,146.570007,4506700
2018-09-13,147.350006,149.000000,147.119995,148.949997,148.949997,5346500
2018-09-14,148.850006,149.300003,147.779999,148.330002,148.330002,3255200
